,Address,prediction,label,Avg_min_between_sent_tnx,Avg_min_between_received_tnx,Time_Diff_between_first_and_last_(Mins),Sent_tnx,Received_Tnx,Number_of_Created_Contracts,Unique_Received_From_Addresses,Unique_Sent_To_Addresses,min_value_received,max_value_received,avg_val_received,min_val_sent,max_val_sent,avg_val_sent,min_value_sent_to_contract,max_val_sent_to_contract,avg_value_sent_to_contract,total_transactions_(including_tnx_to_create_contract),total_Ether_sent,total_ether_received,total_ether_sent_contracts,total_ether_balance,Total_ERC20_tnxs,ERC20_total_Ether_received,ERC20_total_ether_sent,ERC20_total_Ether_sent_contract,ERC20_uniq_sent_addr,ERC20_uniq_rec_addr,ERC20_uniq_sent_addr.1,ERC20_uniq_rec_contract_addr,ERC20_avg_time_between_sent_tnx,ERC20_avg_time_between_rec_tnx,ERC20_avg_time_between_rec_2_tnx,ERC20_avg_time_between_contract_tnx,ERC20_min_val_rec,ERC20_max_val_rec,ERC20_avg_val_rec,ERC20_min_val_sent,ERC20_max_val_sent,ERC20_avg_val_sent,ERC20_min_val_sent_contract,ERC20_max_val_sent_contract,ERC20_avg_val_sent_contract
416,0x2e3fd2b400a269f7a0b1aaf448ef02679cd557e9,Illicit,Illicit,0.0,841.75,9259.2,0,11,0,11,0,0.00973,10.0,1.460489,0.0,0.0,0.0,0,0,0,11,0.0,16.06538439,0,16.06538439,4.0,100.337,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,99.0,25.08425,0.0,0.0,0.0,0.0,0.0,0.0
2515,0x446db2f7896d13d88fcf7192f89a6d7fe76146dc,Normal,Normal,3.17,0.91,325.53,102,2,0,2,102,4078.142838,5922.857162,5000.5,2.870088,101.0,98.048505,0,0,0,104,10000.94754,10001.0,0,0.052458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4219,0xa72d807d291577d424271271f11ce0893023e5f9,Normal,Normal,0.0,9538.39,133537.42,0,14,1,4,0,0.0,46.0,5.307854,0.0,0.0,0.0,0,0,0,15,0.0,74.30995206,0,74.30995206,1.0,1.048542063,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.048542,1.048542,1.048542,0.0,0.0,0.0,0.0,0.0,0.0
1977,0xe87d279d090df4ba19c0e19958d9ac61be5c6909,Illicit,Illicit,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,0.0,0.0
3467,0x07b20417d664aaebb0c876e03622e78896be238b,Normal,Normal,0.0,0.0,2350.32,1,1,0,1,1,0.260166,0.260166,0.260166,0.259546,0.259546,0.259546,0,0,0,2,0.259545986,0.260165986,0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2963,0x9d61926470780e38e40283a6a130def20ced2406,Normal,Normal,159.23,2.22,322.9,2,2,0,2,2,3.624461,97.375539,50.5,49.998974,51.0,50.499487,0,0,0,4,100.9989738,101.0,0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,0x794cd1329493dc9c6ceb0ec9955890d392c811da,Illicit,Illicit,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,0.0,0.0
3924,0x6a67ba865511a64038f13b61860bc6ef28cee37b,Normal,Normal,0.0,4945.39,133525.62,0,27,1,5,0,0.0,9.258606,2.500996,0.0,0.0,0.0,0,0,0,28,0.0,67.5269044,0,67.5269044,1.0,1.70560744,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.705607,1.705607,1.705607,0.0,0.0,0.0,0.0,0.0,0.0
2009,0xec4e9a06c4e024d03dab3a27f66bce03cc9bb33a,Illicit,Illicit,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3751,0x44389ad739be63a1466e0e0bb3e56b7e8bf82490,Normal,Normal,1.77,0.2,5.72,3,2,0,2,3,523.471691,1477.528309,1000.5,0.1212,1452.558369,666.999528,0,0,0,5,2000.998585,2001.0,0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4062,0x84ef59ba858292eafb51cd6d4c42b998ba78ab20,Normal,Normal,5.63,1391.33,305923.5,217,219,0,4,2,0.021229,1.004368,0.35144,0.099826,1.003318,0.353498,0,0,0,436,76.70896205,76.96532414,0,0.256362089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2277,0x1327f665995bbffffca68f52ce61c25b0aff270c,Normal,Normal,160.24,0.21,320.9,2,2,0,2,2,23.677709,77.322291,50.5,0.998974,100.0,50.499487,0,0,0,4,100.9989738,101.0,0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3508,0x11420fd97175e443d880857e0aa52c4516c61529,Normal,Normal,43.16,1645.28,293788.7,174,174,0,5,2,0.523199,152.90671,2.531588,0.0,152.903353,2.544733,0,0,0,348,442.7835492,440.4962864,0,-2.287262838,2.0,1379.576793,1379.576793,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1379.576793,1379.576793,1379.576793,1379.576793,1379.576793,1379.576793,0.0,0.0,0.0
3926,0x6a7ad826fc75c22c6bc5e6177a02637c4e5f5a55,Normal,Normal,0.0,80.07,5068.28,1,2,0,1,1,0.107646,0.279034,0.19334,0.386139,0.386139,0.386139,0,0,0,3,0.38613938,0.38667973,0,0.00054035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,0x7f7e6ef413e87da0651a4acb7a96b35c4e90de16,Illicit,Illicit,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2247,0x0d7b102b669e65d9a9ac0ba1947696cd917ca4b1,Normal,Normal,162.87,0.0,325.73,2,2,0,2,2,33.675787,67.324213,50.5,2.03,98.968974,50.499487,0,0,0,4,100.9989738,101.0,0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3764,0x47df8b59491c0dd6b8ab0b03c974fdd4647f197b,Normal,Normal,0.0,1325.31,128555.55,0,97,1,6,0,0.0,206.372758,54.674138,0.0,0.0,0.0,0,0,0,98,0.0,5303.391356,0,5303.391356,4.0,664.8515447,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,600.0,166.212886,0.0,0.0,0.0,0.0,0.0,0.0
2238,0x0b1e409ba98ccaf737e1f8cd628ac144d5ffc20e,Normal,Normal,23.86,0.43,72.45,3,2,0,2,3,11.03166,89.96834,50.5,8.0,80.441098,33.666152,0,0,0,5,100.9984557,101.0,0,0.001544256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3925,0x6a68e1b9e6c309b1a81b279b79de9750c77704bd,Normal,Normal,12835.89,15992.51,929031.45,35,30,0,22,26,0.01,14.341,3.271709,0.0,15.185,2.6654,0,0,0,65,93.289,98.15127086,0,4.86227086,53.0,321987.037,290234.4954,0.0,10.0,32.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,175000.0,7853.342367,5e-06,175000.0,24186.20795,0.0,0.0,0.0
1919,0xe22d388301e7d57e20f59e03c14ca4c026c6c3d9,Illicit,Illicit,0.0,1299.06,487731.88,1,3,0,3,1,0.54042,1.7,1.263473,4.290163,4.290163,4.290163,0,0,0,4,4.290162802,3.79042,0,-0.499742802,1.0,99.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,99.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
4079,0x888798a0b30ab4cc02c6322e0e0d481fefa62fd6,Normal,Normal,0.0,2512.67,291469.9,0,116,1,5,0,0.0,1.225907,0.477958,0.0,0.0,0.0,0,0,0,117,0.0,55.44313184,0,55.44313184,2.0,1.418855958,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1974,1.221456,0.709428,0.0,0.0,0.0,0.0,0.0,0.0
2998,0xa6474a6b54a640c5aec36e8a266ee05337e71100,Normal,Normal,34.23,0.0,68.45,2,2,0,2,2,16.871196,84.128804,50.5,26.499,74.499469,50.499234,0,0,0,4,100.9984687,101.0,0,0.001531312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2869,0x8c058578593b27c199f6877dad94eb182b82b79f,Normal,Normal,165.55,0.82,332.73,2,2,0,2,2,4.211495,96.788505,50.5,0.004465,100.994509,50.499487,0,0,0,4,100.9989738,101.0,0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,0x1c50139c266559b29d7cb27635e0da13bef76a09,Illicit,Illicit,21858.69,256.14,47559.53,2,15,0,14,2,0.1,7.0,1.826433,12.9,14.49,13.695,0,0,0,17,27.39,27.39650235,0,0.006502353,2.0,973.8498197,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.337,972.51282,486.92491,0.0,0.0,0.0,0.0,0.0,0.0
3245,0xdbccb84456dab07b7355e7ab900bb91be9d34747,Normal,Normal,22.85,0.0,68.55,3,1,0,1,3,101.0,101.0,101.0,6.7314,74.991312,33.666149,0,0,0,4,100.998446,101.0,0,0.001554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4025,0x7ddf4ed06fe5ecc646fad19d257cd3f05a884d70,Normal,Normal,0.0,5.05,50477.18,0,9999,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10000,0.0,0.0,0,0.0,5.0,610.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,200.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0
538,0x3d075995577c0c3c65a466fee47ffb1ba6a41b02,Illicit,Illicit,0.0,300.25,11709.9,0,39,0,36,0,0.000888,5.0,0.922964,0.0,0.0,0.0,0,0,0,39,0.0,35.99561219,0,35.99561219,4.0,100.337,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,99.0,25.08425,0.0,0.0,0.0,0.0,0.0,0.0
1056,0x7b904df207858b9a4fcd0d9538ef633bed316287,Illicit,Illicit,502.98,0.0,1005.95,2,1,0,1,2,1.987916,1.987916,1.987916,0.14416,1.8,0.97208,0,0,0,3,1.94416,1.987916,0,0.043756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,0x33bf8bde242216da572d6486d641ae0a18137306,Illicit,Illicit,2823.99,25.55,6593.38,2,37,0,32,1,0.0,15.0,1.759929,29.999139,35.116522,32.55783,0,0,0,39,65.11566083,65.11738283,0,0.001722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2198,0x01f70159be7361ccfcfe85bd4bbffe63ec00e214,Normal,Normal,8197.19,3055.47,946931.97,98,47,0,18,40,0.0,153.99,20.405141,0.0,200.0,11.861401,0,0,0,145,1162.417253,959.0416393,0,-203.3756139,111.0,893275.1803,893227.0201,0.0,20.0,27.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,252958.0,13957.42469,0.0,249990.0,19004.83021,0.0,0.0,0.0
3638,0x2bafe61f1a133f48d1396a8d97aa6eca300f38ec,Normal,Normal,0.0,5192.47,18411.57,1,3,0,3,1,0.03,1.050453,0.598078,0.5,0.5,0.5,0,0,0,4,0.5,1.79423387,0,1.29423387,7.0,269.4466547,0.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,241.28787,38.492379,0.0,0.0,0.0,0.0,0.0,0.0
240,0x1a64baf4d961b87b6a99d1ee99361248dc1f7dbb,Illicit,Illicit,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1893,0xdf390bcb82f2f574b690f649da6019db64b86ca2,Illicit,Illicit,350.24,6756.84,29829.23,8,4,0,3,8,0.49,0.607,0.531088,0.104491,0.77,0.264483,0,0,0,12,2.115868,2.124352,0,0.008484,1.0,13.37,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,0.0,0.0
1203,0x8a82571f81d1af061dd995fd972930514898c103,Illicit,Illicit,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2236,0x0a914eaf83627b99fa4aa65dbca52316a23891f6,Normal,Normal,161.23,0.82,324.1,2,2,0,2,2,50.364505,50.635495,50.5,50.461326,50.537647,50.499487,0,0,0,4,100.9989738,101.0,0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4659,0xfb2b37cc40c6a5098e984ea0bd27c3f2749aa387,Normal,Normal,710.74,2760.92,977694.68,16,350,0,1,9,0.069008,0.140956,0.130648,0.0,4.0,1.260642,0,0,0,366,20.17026513,45.72671955,0,25.55645441,25.0,87612.61696,2500.0,0.0,2.0,16.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,83029.0,3982.39168,0.0,2500.0,833.333333,0.0,0.0,0.0
3871,0x5e91f4d8398ee0df7508b2cc2f236caa0f5d6bb1,Normal,Normal,1.42,0.0,4.25,3,2,0,2,3,512.377124,1488.622876,1000.5,0.02,1474.650041,666.999528,0,0,0,5,2000.998585,2001.0,0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4223,0xa7d41d72bef80338a25a18ca6e945c4ee860a00a,Normal,Normal,0.0,3052.81,283910.95,0,93,1,4,0,0.0,1.106754,0.841029,0.0,0.0,0.0,0,0,0,94,0.0,78.2157097,0,78.2157097,4.0,7.688606451,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.846503,1.922152,0.0,0.0,0.0,0.0,0.0,0.0
2028,0xee18e156a020f2b2b2dcdec3a9476e61fbde1e48,Illicit,Illicit,493.3,2346.71,446269.72,134,162,0,81,94,0.00025,2.0,0.319439,0.0393,2.0,0.384958,0,0,0,296,51.5843731,51.74916874,0,0.164795638,3.0,385.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,285.0,128.333333,0.0,0.0,0.0,0.0,0.0,0.0
3736,0x4028807a0457d9e00e59e1195468048f88f20223,Normal,Normal,0.0,6171.96,283909.95,0,46,1,3,0,0.0,1.003727,0.891956,0.0,0.0,0.0,0,0,0,47,0.0,41.02997503,0,41.02997503,2.0,1.45008811,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.602873,0.847215,0.725044,0.0,0.0,0.0,0.0,0.0,0.0
4534,0xe3a38c9902597471c40da1e3afc5de7e971856af,Normal,Normal,103.44,26591.83,694076.92,26,26,0,22,3,0.001559,3.0,1.07562,0.000719,2.999937,1.074928,0,0,0,52,27.9481399,27.966118,0,0.0179781,1.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
4222,0xa77e473900b453a28e6e15b9655646675cd4a6d8,Normal,Normal,0.0,4961.26,302636.78,0,61,1,5,0,0.0,1.012105,0.761104,0.0,0.0,0.0,0,0,0,62,0.0,46.42734534,0,46.42734534,5.0,8.610271819,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.357423,1.722054,0.0,0.0,0.0,0.0,0.0,0.0
4651,0xf94aa98bde7589719f1f08c6fb032debd0d7e9e6,Normal,Normal,0.0,3308.6,1065370.38,0,322,1,147,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,323,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2751,0x74f0a7eeaeb6bc3f35217e2b7fd5c4319b498198,Normal,Normal,15.47,10.07,66.53,3,2,0,2,3,14.771797,86.228203,50.5,5.0,90.022016,33.666149,0,0,0,5,100.998446,101.0,0,0.001554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2575,0x51c41ec1e6727d33680a179a0cc03e7e5f617bd5,Normal,Normal,166.69,0.0,333.38,2,2,0,2,2,46.47412,54.52588,50.5,0.01,100.988974,50.499487,0,0,0,4,100.9989738,101.0,0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,0x973cc36eef960389b1dddce82a9f0663af61809b,Illicit,Illicit,0.0,84.87,7105.83,1,16,0,13,1,0.005,2.0,0.610059,9.758862,9.758862,9.758862,0,0,0,17,9.75886224,9.76094124,0,0.002079,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,0.0,0.0
533,0x3c3b85b2ae785a8cc16c3d4df12cb27c6983dff5,Illicit,Illicit,7.84,5225.16,20932.0,4,4,0,3,4,0.061,0.5002,0.234328,0.06016,0.49936,0.233488,0,0,0,8,0.933951816,0.937311816,0,0.00336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,0x9db99e73c52bcc353963022ac184a25e80f655bd,Illicit,Illicit,0.0,42.21,29974.48,1,4,0,3,1,0.02,3.0,1.0275,4.109139,4.109139,4.109139,0,0,0,5,4.109139,4.11,0,0.000861,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,0.0,0.0
1032,0x787e8f0e406cb71a22fd2023316f231d0311b14f,Illicit,Illicit,0.0,117.49,13302.7,1,2,0,2,1,0.009118,0.501,0.255059,0.509257,0.509257,0.509257,0,0,0,3,0.509257,0.510118,0,0.000861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1693,0xc5d65deff5d1373f8b19aa8be528e9c3599013ba,Illicit,Illicit,0.0,790.58,51786.47,1,15,0,13,1,0.20375,37.0,7.685379,115.28,115.28,115.28,0,0,0,16,115.28,115.2806853,0,0.000685251,1.0,12.20363055,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.203631,12.203631,12.203631,0.0,0.0,0.0,0.0,0.0,0.0
3839,0x5662430f12660aeccec2ae419ac3b1a30e86a0ae,Normal,Normal,2649.44,10021.83,1003218.92,42,89,0,35,29,0.040249,8.0,0.743069,0.0,12.5,1.273845,0,0,0,131,53.5015,66.13313229,0,12.63163229,56.0,15269.76488,4348.595319,0.0,15.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,8888.0,372.43329,0.0,1298.282314,289.906355,0.0,0.0,0.0
2532,0x4954ededf8a1f50a609aec2b44246b6a8f865414,Normal,Normal,18.8,0.28,75.75,4,2,0,2,3,33.451591,67.548409,50.5,0.4,62.428341,25.249496,0,0,0,6,100.997984,101.0,0,0.002016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3647,0x2db7378df743b16fa9105f54db4d98be41a7f09c,Normal,Normal,0.0,0.0,1.52,1,1,0,1,1,0.02206,0.02206,0.02206,0.021588,0.021588,0.021588,0,0,0,2,0.021588284,0.02205992,0,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3323,0xea195ac06a8b8d75cbaa255d4898768c85ca786c,Normal,Normal,0.0,0.0,12.32,1,1,0,1,1,8.5,8.5,8.5,8.499496,8.499496,8.499496,0,0,0,2,8.499496,8.5,0,0.000504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3343,0xef36c10a47d864769d7addda6c043f6605930735,Normal,Normal,24.32,0.03,73.03,3,2,0,2,3,6.163495,94.836505,50.5,2.0,73.448713,33.666155,0,0,0,5,100.9984639,101.0,0,0.001536086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3965,0x71221fae2a446ac60509e2718600a0878b19cced,Normal,Normal,0.0,6670.48,200114.43,0,30,1,6,0,0.0,9.258666,1.790369,0.0,0.0,0.0,0,0,0,31,0.0,53.71106757,0,53.71106757,3.0,7.266795474,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.616887,5.0,2.422265,0.0,0.0,0.0,0.0,0.0,0.0
3157,0xc7f6af723dc0c3f7084af51391d74b2df97b83b2,Normal,Normal,162.87,0.82,327.37,2,2,0,2,2,4.166609,96.833391,50.5,1.793126,99.205848,50.499487,0,0,0,4,100.9989738,101.0,0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2483,0x3c9c913958ebbc088f6eceede686de9ad89df967,Normal,Normal,30.23,100652.52,201365.5,2,2,0,2,2,1.531476,2.78896,2.160218,1.531056,2.788456,2.159756,0,0,0,4,4.31951127,4.32043527,0,0.000924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2127,0xf9a5139e42c3ca13d5b24d23ab2b18c278805dc4,Illicit,Illicit,0.0,8.07,4397.48,1,4,0,4,1,1.0,15.0,7.375,29.499559,29.499559,29.499559,0,0,0,5,29.499559,29.5,0,0.000441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,0x4360325de602b56f9ec7f9a88cef909f249d5677,Illicit,Illicit,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,0.0,0.0
1650,0xc0ded1d24c071ca13a905ec5e54a6ffdd0c4df68,Illicit,Illicit,0.0,112.28,906.15,1,8,0,8,1,0.098677,43.34,7.56746,60.539236,60.539236,60.539236,0,0,0,9,60.539236,60.539677,0,0.000441,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,0.0,0.0
4235,0xab1b3707d5bfc7411c774279b097beecd4a10785,Normal,Normal,0.0,19260.17,192601.7,0,10,1,6,0,0.0,18.39442,7.012738,0.0,0.0,0.0,0,0,0,11,0.0,70.12737969,0,70.12737969,2.0,1.107737413,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.46053,0.647208,0.553869,0.0,0.0,0.0,0.0,0.0,0.0
3203,0xd2f286f45899e61119a12afe851c1f06bdb21290,Normal,Normal,164.97,0.99,331.93,2,2,0,2,2,0.934428,100.065572,50.5,0.01,100.988974,50.499487,0,0,0,4,100.9989738,101.0,0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3070,0xb3fbd8ebe5457d73076d70653868b607004696fa,Normal,Normal,161.55,0.0,323.1,2,1,0,1,2,101.0,101.0,101.0,25.911602,75.087372,50.499487,0,0,0,3,100.9989738,101.0,0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,0x40b942240fec55473388cbf7dbcc5482e64b4367,Illicit,Illicit,429.79,7021.15,277396.03,139,31,0,11,11,0.0015,0.575329,0.133009,0.0,0.8,0.136723,0,0,0,170,19.00454212,4.123294152,0,-14.88124797,3.0,1238.847622,2126.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1238.847622,1238.847622,1238.847622,888.0,1238.0,1063.0,0.0,0.0,0.0
1349,0x9c29046a4178d15aa7be23e6b73ef0f2e429a9a1,Illicit,Illicit,20138.34,6594.19,106218.6,2,10,0,9,2,0.043061,7.0,1.077565,3.774602,6.99895,5.386776,0,0,0,12,10.77355215,10.77565215,0,0.0021,2.0,1.337,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.337,0.6685,0.0,0.0,0.0,0.0,0.0,0.0
